area_code,date,measurement,value,variable,official_name
S92000003,2020-03-29,Count,1384,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-28,Count,1245,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-31,Count,1993,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-30,Count,1563,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-25,Count,719,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-24,Count,584,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-27,Count,1059,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-26,Count,894,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-05,Count,3706,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-04,Count,3345,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-07,Count,4229,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-06,Count,3961,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-02,Count,2602,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-01,Count,2310,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-03,Count,3001,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-14,Count,14117,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-13,Count,13929,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-16,Count,14447,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-15,Count,14260,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-10,Count,13486,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-09,Count,13305,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-12,Count,13763,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-11,Count,13627,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-22,Count,14969,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-21,Count,14856,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-24,Count,15101,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-23,Count,15041,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-18,Count,14594,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-17,Count,14537,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-20,Count,14751,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-19,Count,14655,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-29,Count,11034,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-28,Count,10721,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-01,Count,11654,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-30,Count,11353,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-25,Count,10051,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-24,Count,9697,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-27,Count,10521,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-04-26,Count,10324,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-06,Count,12709,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-05,Count,12437,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-08,Count,13149,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-07,Count,12924,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-03,Count,12097,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-02,Count,11927,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-04,Count,12266,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-09,Count,57787,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-08,Count,56042,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-11,Count,60436,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-10,Count,59197,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-05,Count,50874,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-04,Count,49430,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-07,Count,54173,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-06,Count,52416,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-17,Count,73123,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-16,Count,71157,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-19,Count,75766,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-18,Count,74346,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-13,Count,63821,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-12,Count,61807,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-15,Count,68006,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-14,Count,66158,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-24,Count,36392,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-23,Count,35390,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-26,Count,38833,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-25,Count,37698,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-20,Count,32250,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-19,Count,31425,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-22,Count,34271,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-21,Count,33027,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-01,Count,45048,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-30,Count,43286,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-03,Count,48198,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-02,Count,46906,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-28,Count,40728,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-27,Count,39733,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-04-29,Count,42048,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-03-13,Count,85,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-12,Count,60,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-15,Count,153,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-14,Count,121,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-09,Count,23,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-08,Count,18,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-11,Count,36,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-10,Count,27,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-21,Count,373,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-20,Count,322,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-23,Count,499,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-22,Count,416,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-17,Count,195,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-16,Count,171,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-19,Count,266,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-18,Count,227,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-25,Count,88352,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-24,Count,86612,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-27,Count,91744,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-26,Count,89695,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-21,Count,80317,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-20,Count,77843,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-23,Count,84891,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-05-22,Count,82638,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-03-05,Count,6,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-04,Count,3,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-07,Count,16,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-06,Count,11,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-03-02,Count,1,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S92000003,2020-05-28,Count,93743,Testing - Cumulative people tested for COVID-19 - Negative,Scotland
S92000003,2020-03-03,Count,1,Testing - Cumulative people tested for COVID-19 - Positive,Scotland
S08000024,2020-05-24,Count,8,COVID-19 patients in ICU - Total,Lothian
S08000020,2020-05-24,Count,72,COVID-19 patients in hospital - Confirmed,Grampian
S08000019,2020-05-24,Count,14,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000022,2020-05-24,Count,10,COVID-19 patients in hospital - Confirmed,Highland
S08000031,2020-05-24,Count,379,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000016,2020-05-24,Count,11,COVID-19 patients in hospital - Confirmed,Borders
S08000015,2020-05-24,Count,25,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
S08000029,2020-05-24,Count,69,COVID-19 patients in hospital - Confirmed,Fife
S92000003,2020-05-23,Count,5635,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S92000003,2020-05-23,Count,485,Adult care homes - Number with current suspected COVID-19 cases,Scotland
S92000003,2020-05-24,Count,2270,Number of COVID-19 confirmed deaths registered to date,Scotland
S92000003,2020-05-23,Count,42,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S92000003,2020-05-23,Count,6056,NHS workforce COVID-19 absences - All staff,Scotland
S92000003,2020-05-23,Count,2978,NHS workforce COVID-19 absences - Other staff,Scotland
S92000003,2020-05-23,Count,482,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-05-23,Count,655,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,Scotland
S08000031,2020-05-24,Count,12,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S92000003,2020-05-24,Count,106,Calls - Coronavirus helpline,Scotland
S92000003,2020-05-24,Count,6862,Calls - NHS24 111,Scotland
S08000024,2020-05-24,Count,187,COVID-19 patients in hospital - Suspected,Lothian
S08000030,2020-05-24,Count,23,COVID-19 patients in hospital - Suspected,Tayside
S92000003,2020-05-25,Count,1269,COVID-19 patients in hospital - Total,Scotland
S92000003,2020-05-25,Count,420,COVID-19 patients in hospital - Suspected,Scotland
S92000003,2020-05-24,Count,255,Ambulance attendances - COVID-19 suspected,Scotland
S92000003,2020-05-24,Count,1521,Ambulance attendances - Total,Scotland
S92000003,2020-05-25,Count,11,COVID-19 patients in ICU - Suspected,Scotland
S92000003,2020-05-25,Count,29,COVID-19 patients in ICU - Confirmed,Scotland
S92000003,2020-05-25,Count,849,COVID-19 patients in hospital - Confirmed,Scotland
S92000003,2020-05-25,Count,40,COVID-19 patients in ICU - Total,Scotland
S08000030,2020-05-24,Count,13,COVID-19 patients in hospital - Confirmed,Tayside
S08000015,2020-05-24,Count,30,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
S08000024,2020-05-24,Count,165,COVID-19 patients in hospital - Confirmed,Lothian
S08000032,2020-05-24,Count,83,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000020,2020-05-24,Count,18,COVID-19 patients in hospital - Suspected,Grampian
S08000019,2020-05-24,Count,55,COVID-19 patients in hospital - Suspected,Forth Valley
S08000032,2020-05-24,Count,69,COVID-19 patients in hospital - Suspected,Lanarkshire
S08000022,2020-05-24,Count,26,COVID-19 patients in hospital - Suspected,Highland
S08000017,2020-05-24,Count,18,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
S08000016,2020-05-24,Count,25,COVID-19 patients in hospital - Suspected,Borders
S08000029,2020-05-24,Count,33,COVID-19 patients in hospital - Suspected,Fife
S08000015,2020-05-23,Count,21,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
S08000016,2020-05-23,Count,11,COVID-19 patients in hospital - Confirmed,Borders
S08000032,2020-05-23,Count,86,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000022,2020-05-23,Count,10,COVID-19 patients in hospital - Confirmed,Highland
S08000024,2020-05-23,Count,162,COVID-19 patients in hospital - Confirmed,Lothian
S08000019,2020-05-23,Count,16,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000029,2020-05-23,Count,69,COVID-19 patients in hospital - Confirmed,Fife
S08000031,2020-05-23,Count,379,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000020,2020-05-23,Count,70,COVID-19 patients in hospital - Confirmed,Grampian
S92000003,2020-05-23,Count,2261,Number of COVID-19 confirmed deaths registered to date,Scotland
S92000003,2020-05-22,Count,484,Adult care homes - Number with current suspected COVID-19 cases,Scotland
S92000003,2020-05-22,Count,481,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-05-22,Count,61,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S92000003,2020-05-22,Count,5593,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S08000031,2020-05-23,Count,13,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000024,2020-05-23,Count,10,COVID-19 patients in ICU - Total,Lothian
S08000032,2020-05-23,Count,6,COVID-19 patients in ICU - Total,Lanarkshire
S92000003,2020-05-24,Count,33,COVID-19 patients in ICU - Confirmed,Scotland
S92000003,2020-05-23,Count,89,Calls - Coronavirus helpline,Scotland
S92000003,2020-05-24,Count,44,COVID-19 patients in ICU - Total,Scotland
S92000003,2020-05-24,Count,11,COVID-19 patients in ICU - Suspected,Scotland
S08000030,2020-05-23,Count,19,COVID-19 patients in hospital - Suspected,Tayside
S92000003,2020-05-23,Count,7122,Calls - NHS24 111,Scotland
S92000003,2020-05-23,Count,175,Ambulance attendances - COVID-19 suspected patients taken to hospital,Scotland
S92000003,2020-05-23,Count,268,Ambulance attendances - COVID-19 suspected,Scotland
S92000003,2020-05-23,Count,171,NHS workforce COVID-19 absences - Medical and dental staff,Scotland
S92000003,2020-05-23,Count,2907,NHS workforce COVID-19 absences - Nursing and midwifery staff,Scotland
S92000003,2020-05-24,Count,484,COVID-19 patients in hospital - Suspected,Scotland
S92000003,2020-05-24,Count,845,COVID-19 patients in hospital - Confirmed,Scotland
S92000003,2020-05-23,Count,1441,Ambulance attendances - Total,Scotland
S92000003,2020-05-24,Count,1329,COVID-19 patients in hospital - Total,Scotland
S08000016,2020-05-23,Count,18,COVID-19 patients in hospital - Suspected,Borders
S08000015,2020-05-23,Count,39,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
S08000029,2020-05-23,Count,29,COVID-19 patients in hospital - Suspected,Fife
S08000017,2020-05-23,Count,14,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
S08000030,2020-05-23,Count,13,COVID-19 patients in hospital - Confirmed,Tayside
S08000024,2020-05-23,Count,150,COVID-19 patients in hospital - Suspected,Lothian
S08000032,2020-05-23,Count,80,COVID-19 patients in hospital - Suspected,Lanarkshire
S08000020,2020-05-23,Count,21,COVID-19 patients in hospital - Suspected,Grampian
S08000019,2020-05-23,Count,53,COVID-19 patients in hospital - Suspected,Forth Valley
S08000022,2020-05-23,Count,38,COVID-19 patients in hospital - Suspected,Highland
S08000031,2020-05-26,Count,11,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S92000003,2020-05-26,Count,2291,Number of COVID-19 confirmed deaths registered to date,Scotland
S08000024,2020-05-26,Count,5,COVID-19 patients in ICU - Total,Lothian
S92000003,2020-05-25,Count,704,Delayed discharges,Scotland
S92000003,2020-05-25,Count,180,Ambulance attendances - COVID-19 suspected patients taken to hospital,Scotland
S92000003,2020-05-25,Count,149,NHS workforce COVID-19 absences - Medical and dental staff,Scotland
S92000003,2020-05-25,Count,2669,NHS workforce COVID-19 absences - Nursing and midwifery staff,Scotland
S92000003,2020-05-26,Count,1200,COVID-19 patients in hospital - Total,Scotland
S92000003,2020-05-26,Count,367,COVID-19 patients in hospital - Suspected,Scotland
S92000003,2020-05-25,Count,265,Ambulance attendances - COVID-19 suspected,Scotland
S92000003,2020-05-25,Count,1577,Ambulance attendances - Total,Scotland
S92000003,2020-05-25,Count,485,Adult care homes - Number with current suspected COVID-19 cases,Scotland
S92000003,2020-05-25,Count,487,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-05-25,Count,107,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S92000003,2020-05-25,Count,5759,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S92000003,2020-05-25,Count,5717,NHS workforce COVID-19 absences - All staff,Scotland
S92000003,2020-05-25,Count,2899,NHS workforce COVID-19 absences - Other staff,Scotland
S92000003,2020-05-25,Count,658,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,Scotland
S08000020,2020-05-26,Count,22,COVID-19 patients in hospital - Suspected,Grampian
S08000019,2020-05-26,Count,29,COVID-19 patients in hospital - Suspected,Forth Valley
S08000032,2020-05-26,Count,85,COVID-19 patients in hospital - Suspected,Lanarkshire
S08000022,2020-05-26,Count,41,COVID-19 patients in hospital - Suspected,Highland
S08000016,2020-05-26,Count,20,COVID-19 patients in hospital - Suspected,Borders
S08000015,2020-05-26,Count,21,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
S08000029,2020-05-26,Count,13,COVID-19 patients in hospital - Suspected,Fife
S08000017,2020-05-26,Count,10,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
S92000003,2020-05-26,Count,248,Calls - Coronavirus helpline,Scotland
S92000003,2020-05-26,Count,2876,Calls - NHS24 111,Scotland
S08000024,2020-05-26,Count,103,COVID-19 patients in hospital - Suspected,Lothian
S08000030,2020-05-26,Count,18,COVID-19 patients in hospital - Suspected,Tayside
S08000020,2020-05-26,Count,66,COVID-19 patients in hospital - Confirmed,Grampian
S08000019,2020-05-26,Count,15,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000022,2020-05-26,Count,8,COVID-19 patients in hospital - Confirmed,Highland
S08000031,2020-05-26,Count,382,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000016,2020-05-26,Count,9,COVID-19 patients in hospital - Confirmed,Borders
S08000015,2020-05-26,Count,19,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
S08000029,2020-05-26,Count,67,COVID-19 patients in hospital - Confirmed,Fife
S08000030,2020-05-26,Count,13,COVID-19 patients in hospital - Confirmed,Tayside
S08000024,2020-05-26,Count,169,COVID-19 patients in hospital - Confirmed,Lothian
S08000032,2020-05-26,Count,83,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000024,2020-05-25,Count,9,COVID-19 patients in ICU - Total,Lothian
S08000031,2020-05-25,Count,12,COVID-19 patients in ICU - Total,Greater Glasgow and Clyde
S08000016,2020-05-25,Count,11,COVID-19 patients in hospital - Confirmed,Borders
S08000015,2020-05-25,Count,21,COVID-19 patients in hospital - Confirmed,Ayrshire and Arran
S08000029,2020-05-25,Count,69,COVID-19 patients in hospital - Confirmed,Fife
S92000003,2020-05-24,Count,6087,NHS workforce COVID-19 absences - All staff,Scotland
S92000003,2020-05-24,Count,2987,NHS workforce COVID-19 absences - Other staff,Scotland
S92000003,2020-05-24,Count,482,Adult care homes - Cumulative number that have reported more than one suspected COVID-19 case,Scotland
S92000003,2020-05-24,Count,655,Adult care homes - Cumulative number that have reported a suspected COVID-19 case,Scotland
S92000003,2020-05-22,Count,697,Delayed discharges,Scotland
S92000003,2020-05-24,Count,155,Ambulance attendances - COVID-19 suspected patients taken to hospital,Scotland
S92000003,2020-05-24,Count,168,NHS workforce COVID-19 absences - Medical and dental staff,Scotland
S92000003,2020-05-24,Count,2932,NHS workforce COVID-19 absences - Nursing and midwifery staff,Scotland
S92000003,2020-05-25,Count,2273,Number of COVID-19 confirmed deaths registered to date,Scotland
S92000003,2020-05-24,Count,5652,Adult care homes - Cumulative number of suspected COVID-19 cases,Scotland
S92000003,2020-05-24,Count,486,Adult care homes - Number with current suspected COVID-19 cases,Scotland
S92000003,2020-05-24,Count,17,Adult care homes - Daily number of new suspected COVID-19 cases,Scotland
S08000024,2020-05-25,Count,174,COVID-19 patients in hospital - Suspected,Lothian
S08000030,2020-05-25,Count,10,COVID-19 patients in hospital - Suspected,Tayside
S08000020,2020-05-25,Count,13,COVID-19 patients in hospital - Suspected,Grampian
S08000019,2020-05-25,Count,41,COVID-19 patients in hospital - Suspected,Forth Valley
S08000032,2020-05-25,Count,74,COVID-19 patients in hospital - Suspected,Lanarkshire
S08000022,2020-05-25,Count,27,COVID-19 patients in hospital - Suspected,Highland
S92000003,2020-05-26,Count,8,COVID-19 patients in ICU - Suspected,Scotland
S92000003,2020-05-26,Count,27,COVID-19 patients in ICU - Confirmed,Scotland
S92000003,2020-05-26,Count,833,COVID-19 patients in hospital - Confirmed,Scotland
S92000003,2020-05-26,Count,35,COVID-19 patients in ICU - Total,Scotland
S92000003,2020-05-25,Count,214,Calls - Coronavirus helpline,Scotland
S92000003,2020-05-25,Count,3168,Calls - NHS24 111,Scotland
S08000024,2020-05-25,Count,168,COVID-19 patients in hospital - Confirmed,Lothian
S08000032,2020-05-25,Count,82,COVID-19 patients in hospital - Confirmed,Lanarkshire
S08000020,2020-05-25,Count,71,COVID-19 patients in hospital - Confirmed,Grampian
S08000019,2020-05-25,Count,16,COVID-19 patients in hospital - Confirmed,Forth Valley
S08000022,2020-05-25,Count,10,COVID-19 patients in hospital - Confirmed,Highland
S08000031,2020-05-25,Count,384,COVID-19 patients in hospital - Confirmed,Greater Glasgow and Clyde
S08000016,2020-05-25,Count,19,COVID-19 patients in hospital - Suspected,Borders
S08000015,2020-05-25,Count,24,COVID-19 patients in hospital - Suspected,Ayrshire and Arran
S08000029,2020-05-25,Count,23,COVID-19 patients in hospital - Suspected,Fife
S08000017,2020-05-25,Count,13,COVID-19 patients in hospital - Suspected,Dumfries and Galloway
S08000030,2020-05-25,Count,14,COVID-19 patients in hospital - Confirmed,Tayside
S92000003,2020-05-10,Count,1355,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-09,Count,1628,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-12,Count,1544,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-11,Count,1238,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-06,Count,1647,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-05,Count,1478,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-08,Count,1657,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-07,Count,1905,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-18,Count,1158,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-17,Count,1678,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-20,Count,2653,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-19,Count,1705,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-14,Count,1820,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-13,Count,1517,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-16,Count,1679,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-15,Count,1992,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-25,Count,163,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-24,Count,148,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-27,Count,1343,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-26,Count,643,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-21,Count,68,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-20,Count,77,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-23,Count,151,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-22,Count,125,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-02,Count,2392,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-01,Count,2124,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-04,Count,1845,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-05-03,Count,1734,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-29,Count,1066,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-28,Count,1070,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-30,Count,2016,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Daily,Scotland
S92000003,2020-04-18,Count,1620,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Scotland
S92000003,2020-04-17,Count,1512,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Scotland
S92000003,2020-04-20,Count,1851,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Scotland
S92000003,2020-04-19,Count,1774,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Scotland
S92000003,2020-04-14,Count,1118,Testing - Total number of COVID-19 tests carried out by Regional Testing Centres - Cumulative,Scotland
