"Data for weekly deaths (occurrences)1, by local authority, location and cause, 2020",,,,,,,,,
,,,,,,,,,
Week of occurrence,Council,Location of death,Cause of Death,deaths,,,,,
05,Highland,Care Home,Non-COVID-19,11,,,,,
05,Highland,Home / Non-institution,Non-COVID-19,22,,,,,
05,Highland,Hospital,Non-COVID-19,32,,,,,
05,Inverclyde,Care Home,Non-COVID-19,7,,,,,
05,Inverclyde,Home / Non-institution,Non-COVID-19,6,,,,,
05,Inverclyde,Hospital,Non-COVID-19,7,,,,,
05,Midlothian,Care Home,Non-COVID-19,3,,,,,
05,Midlothian,Home / Non-institution,Non-COVID-19,4,,,,,
05,Midlothian,Hospital,Non-COVID-19,12,,,,,
05,Moray,Care Home,Non-COVID-19,2,,,,,
05,Moray,Home / Non-institution,Non-COVID-19,9,,,,,
05,Moray,Hospital,Non-COVID-19,9,,,,,
05,Na h-Eileanan Siar,Care Home,Non-COVID-19,3,,,,,
05,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,2,,,,,
05,Na h-Eileanan Siar,Hospital,Non-COVID-19,4,,,,,
05,North Ayrshire,Care Home,Non-COVID-19,4,,,,,
05,North Ayrshire,Home / Non-institution,Non-COVID-19,7,,,,,
05,North Ayrshire,Hospital,Non-COVID-19,19,,,,,
05,North Lanarkshire,Care Home,Non-COVID-19,18,,,,,
05,North Lanarkshire,Home / Non-institution,Non-COVID-19,18,,,,,
05,North Lanarkshire,Hospital,Non-COVID-19,40,,,,,
05,North Lanarkshire,Other institution,Non-COVID-19,1,,,,,
05,Orkney Islands,Care Home,Non-COVID-19,1,,,,,
05,Orkney Islands,Home / Non-institution,Non-COVID-19,1,,,,,
05,Orkney Islands,Hospital,Non-COVID-19,2,,,,,
05,Perth and Kinross,Care Home,Non-COVID-19,6,,,,,
05,Perth and Kinross,Home / Non-institution,Non-COVID-19,10,,,,,
05,Perth and Kinross,Hospital,Non-COVID-19,18,,,,,
05,Renfrewshire,Care Home,Non-COVID-19,7,,,,,
05,Renfrewshire,Home / Non-institution,Non-COVID-19,7,,,,,
05,Renfrewshire,Hospital,Non-COVID-19,15,,,,,
05,Scottish Borders,Care Home,Non-COVID-19,4,,,,,
05,Scottish Borders,Home / Non-institution,Non-COVID-19,2,,,,,
05,Scottish Borders,Hospital,Non-COVID-19,12,,,,,
05,Scottish Borders,Other institution,Non-COVID-19,4,,,,,
05,Shetland Islands,Care Home,Non-COVID-19,1,,,,,
05,Shetland Islands,Home / Non-institution,Non-COVID-19,2,,,,,
05,Shetland Islands,Hospital,Non-COVID-19,1,,,,,
05,South Ayrshire,Care Home,Non-COVID-19,8,,,,,
05,South Ayrshire,Home / Non-institution,Non-COVID-19,3,,,,,
05,South Ayrshire,Hospital,Non-COVID-19,14,,,,,
05,South Lanarkshire,Care Home,Non-COVID-19,21,,,,,
05,South Lanarkshire,Home / Non-institution,Non-COVID-19,15,,,,,
05,South Lanarkshire,Hospital,Non-COVID-19,37,,,,,
05,Stirling,Care Home,Non-COVID-19,5,,,,,
05,Stirling,Home / Non-institution,Non-COVID-19,6,,,,,
05,Stirling,Hospital,Non-COVID-19,8,,,,,
05,Stirling,Other institution,Non-COVID-19,1,,,,,
05,West Dunbartonshire,Care Home,Non-COVID-19,2,,,,,
05,West Dunbartonshire,Home / Non-institution,Non-COVID-19,6,,,,,
05,West Dunbartonshire,Hospital,Non-COVID-19,9,,,,,
05,West Lothian,Care Home,Non-COVID-19,9,,,,,
05,West Lothian,Home / Non-institution,Non-COVID-19,10,,,,,
05,West Lothian,Hospital,Non-COVID-19,22,,,,,
06,Aberdeen City,Care Home,Non-COVID-19,10,,,,,
06,Aberdeen City,Home / Non-institution,Non-COVID-19,13,,,,,
06,Aberdeen City,Hospital,Non-COVID-19,26,,,,,
06,Aberdeenshire,Care Home,Non-COVID-19,8,,,,,
06,Aberdeenshire,Home / Non-institution,Non-COVID-19,13,,,,,
06,Aberdeenshire,Hospital,Non-COVID-19,34,,,,,
06,Angus,Care Home,Non-COVID-19,11,,,,,
06,Angus,Home / Non-institution,Non-COVID-19,7,,,,,
06,Angus,Hospital,Non-COVID-19,10,,,,,
06,Argyll and Bute,Care Home,Non-COVID-19,6,,,,,
06,Argyll and Bute,Home / Non-institution,Non-COVID-19,7,,,,,
06,Argyll and Bute,Hospital,Non-COVID-19,7,,,,,
06,City of Edinburgh,Care Home,Non-COVID-19,43,,,,,
06,City of Edinburgh,Home / Non-institution,Non-COVID-19,17,,,,,
06,City of Edinburgh,Hospital,Non-COVID-19,36,,,,,
06,Clackmannanshire,Care Home,Non-COVID-19,5,,,,,
06,Clackmannanshire,Home / Non-institution,Non-COVID-19,4,,,,,
06,Clackmannanshire,Hospital,Non-COVID-19,2,,,,,
06,Dumfries and Galloway,Care Home,Non-COVID-19,4,,,,,
06,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,13,,,,,
06,Dumfries and Galloway,Hospital,Non-COVID-19,26,,,,,
06,Dundee City,Care Home,Non-COVID-19,2,,,,,
06,Dundee City,Home / Non-institution,Non-COVID-19,6,,,,,
06,Dundee City,Hospital,Non-COVID-19,17,,,,,
06,East Ayrshire,Care Home,Non-COVID-19,4,,,,,
06,East Ayrshire,Home / Non-institution,Non-COVID-19,7,,,,,
06,East Ayrshire,Hospital,Non-COVID-19,13,,,,,
06,East Dunbartonshire,Care Home,Non-COVID-19,9,,,,,
06,East Dunbartonshire,Home / Non-institution,Non-COVID-19,5,,,,,
06,East Dunbartonshire,Hospital,Non-COVID-19,18,,,,,
06,East Lothian,Care Home,Non-COVID-19,5,,,,,
06,East Lothian,Home / Non-institution,Non-COVID-19,8,,,,,
06,East Lothian,Hospital,Non-COVID-19,10,,,,,
06,East Renfrewshire,Care Home,Non-COVID-19,5,,,,,
06,East Renfrewshire,Home / Non-institution,Non-COVID-19,2,,,,,
06,East Renfrewshire,Hospital,Non-COVID-19,12,,,,,
06,Falkirk,Care Home,Non-COVID-19,2,,,,,
06,Falkirk,Home / Non-institution,Non-COVID-19,9,,,,,
06,Falkirk,Hospital,Non-COVID-19,12,,,,,
06,Fife,Care Home,Non-COVID-19,17,,,,,
06,Fife,Home / Non-institution,Non-COVID-19,18,,,,,
06,Fife,Hospital,Non-COVID-19,50,,,,,
06,Glasgow City,Care Home,Non-COVID-19,26,,,,,
06,Glasgow City,Home / Non-institution,Non-COVID-19,39,,,,,
06,Glasgow City,Hospital,Non-COVID-19,57,,,,,
06,Highland,Care Home,Non-COVID-19,9,,,,,
06,Highland,Home / Non-institution,Non-COVID-19,15,,,,,
06,Highland,Hospital,Non-COVID-19,18,,,,,
06,Inverclyde,Care Home,Non-COVID-19,1,,,,,
06,Inverclyde,Home / Non-institution,Non-COVID-19,5,,,,,
06,Inverclyde,Hospital,Non-COVID-19,11,,,,,
06,Midlothian,Care Home,Non-COVID-19,2,,,,,
06,Midlothian,Home / Non-institution,Non-COVID-19,4,,,,,
06,Midlothian,Hospital,Non-COVID-19,12,,,,,
06,Moray,Care Home,Non-COVID-19,7,,,,,
06,Moray,Home / Non-institution,Non-COVID-19,4,,,,,
06,Moray,Hospital,Non-COVID-19,18,,,,,
06,Na h-Eileanan Siar,Care Home,Non-COVID-19,5,,,,,
06,Na h-Eileanan Siar,Hospital,Non-COVID-19,5,,,,,
06,North Ayrshire,Care Home,Non-COVID-19,5,,,,,
06,North Ayrshire,Home / Non-institution,Non-COVID-19,9,,,,,
06,North Ayrshire,Hospital,Non-COVID-19,14,,,,,
06,North Lanarkshire,Care Home,Non-COVID-19,18,,,,,
06,North Lanarkshire,Home / Non-institution,Non-COVID-19,15,,,,,
06,North Lanarkshire,Hospital,Non-COVID-19,37,,,,,
06,Orkney Islands,Home / Non-institution,Non-COVID-19,3,,,,,
06,Perth and Kinross,Care Home,Non-COVID-19,12,,,,,
06,Perth and Kinross,Home / Non-institution,Non-COVID-19,11,,,,,
06,Perth and Kinross,Hospital,Non-COVID-19,18,,,,,
06,Renfrewshire,Care Home,Non-COVID-19,9,,,,,
06,Renfrewshire,Home / Non-institution,Non-COVID-19,16,,,,,
06,Renfrewshire,Hospital,Non-COVID-19,21,,,,,
06,Scottish Borders,Care Home,Non-COVID-19,3,,,,,
06,Scottish Borders,Home / Non-institution,Non-COVID-19,5,,,,,
06,Scottish Borders,Hospital,Non-COVID-19,18,,,,,
06,Scottish Borders,Other institution,Non-COVID-19,2,,,,,
06,Shetland Islands,Care Home,Non-COVID-19,2,,,,,
06,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
06,Shetland Islands,Hospital,Non-COVID-19,4,,,,,
06,South Ayrshire,Care Home,Non-COVID-19,10,,,,,
06,South Ayrshire,Home / Non-institution,Non-COVID-19,10,,,,,
06,South Ayrshire,Hospital,Non-COVID-19,13,,,,,
06,South Lanarkshire,Care Home,Non-COVID-19,24,,,,,
06,South Lanarkshire,Home / Non-institution,Non-COVID-19,24,,,,,
06,South Lanarkshire,Hospital,Non-COVID-19,36,,,,,
06,Stirling,Care Home,Non-COVID-19,7,,,,,
06,Stirling,Home / Non-institution,Non-COVID-19,6,,,,,
06,Stirling,Hospital,Non-COVID-19,8,,,,,
06,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
06,West Dunbartonshire,Home / Non-institution,Non-COVID-19,8,,,,,
06,West Dunbartonshire,Hospital,Non-COVID-19,2,,,,,
06,West Lothian,Care Home,Non-COVID-19,3,,,,,
06,West Lothian,Home / Non-institution,Non-COVID-19,10,,,,,
06,West Lothian,Hospital,Non-COVID-19,27,,,,,
07,Aberdeen City,Care Home,Non-COVID-19,9,,,,,
07,Aberdeen City,Home / Non-institution,Non-COVID-19,10,,,,,
07,Aberdeen City,Hospital,Non-COVID-19,25,,,,,
07,Aberdeenshire,Care Home,Non-COVID-19,16,,,,,
07,Aberdeenshire,Home / Non-institution,Non-COVID-19,8,,,,,
07,Aberdeenshire,Hospital,Non-COVID-19,27,,,,,
07,Angus,Care Home,Non-COVID-19,4,,,,,
07,Angus,Home / Non-institution,Non-COVID-19,7,,,,,
07,Angus,Hospital,Non-COVID-19,14,,,,,
07,Argyll and Bute,Care Home,Non-COVID-19,5,,,,,
07,Argyll and Bute,Home / Non-institution,Non-COVID-19,8,,,,,
07,Argyll and Bute,Hospital,Non-COVID-19,13,,,,,
07,City of Edinburgh,Care Home,Non-COVID-19,23,,,,,
07,City of Edinburgh,Home / Non-institution,Non-COVID-19,20,,,,,
07,City of Edinburgh,Hospital,Non-COVID-19,41,,,,,
07,Clackmannanshire,Care Home,Non-COVID-19,3,,,,,
07,Clackmannanshire,Home / Non-institution,Non-COVID-19,2,,,,,
07,Clackmannanshire,Hospital,Non-COVID-19,11,,,,,
07,Dumfries and Galloway,Care Home,Non-COVID-19,10,,,,,
07,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,12,,,,,
07,Dumfries and Galloway,Hospital,Non-COVID-19,29,,,,,
07,Dundee City,Care Home,Non-COVID-19,3,,,,,
07,Dundee City,Home / Non-institution,Non-COVID-19,9,,,,,
07,Dundee City,Hospital,Non-COVID-19,19,,,,,
07,East Ayrshire,Care Home,Non-COVID-19,5,,,,,
07,East Ayrshire,Home / Non-institution,Non-COVID-19,10,,,,,
07,East Ayrshire,Hospital,Non-COVID-19,14,,,,,
07,East Dunbartonshire,Care Home,Non-COVID-19,6,,,,,
07,East Dunbartonshire,Home / Non-institution,Non-COVID-19,7,,,,,
07,East Dunbartonshire,Hospital,Non-COVID-19,9,,,,,
07,East Lothian,Care Home,Non-COVID-19,3,,,,,
07,East Lothian,Home / Non-institution,Non-COVID-19,9,,,,,
07,East Lothian,Hospital,Non-COVID-19,7,,,,,
07,East Renfrewshire,Care Home,Non-COVID-19,8,,,,,
07,East Renfrewshire,Home / Non-institution,Non-COVID-19,10,,,,,
07,East Renfrewshire,Hospital,Non-COVID-19,5,,,,,
07,Falkirk,Care Home,Non-COVID-19,10,,,,,
07,Falkirk,Home / Non-institution,Non-COVID-19,14,,,,,
07,Falkirk,Hospital,Non-COVID-19,16,,,,,
07,Fife,Care Home,Non-COVID-19,14,,,,,
07,Fife,Home / Non-institution,Non-COVID-19,26,,,,,
07,Fife,Hospital,Non-COVID-19,39,,,,,
07,Glasgow City,Care Home,Non-COVID-19,20,,,,,
07,Glasgow City,Home / Non-institution,Non-COVID-19,37,,,,,
07,Glasgow City,Hospital,Non-COVID-19,52,,,,,
07,Glasgow City,Other institution,Non-COVID-19,1,,,,,
07,Highland,Care Home,Non-COVID-19,3,,,,,
07,Highland,Home / Non-institution,Non-COVID-19,10,,,,,
07,Highland,Hospital,Non-COVID-19,30,,,,,
07,Inverclyde,Care Home,Non-COVID-19,7,,,,,
07,Inverclyde,Home / Non-institution,Non-COVID-19,7,,,,,
07,Inverclyde,Hospital,Non-COVID-19,12,,,,,
07,Midlothian,Care Home,Non-COVID-19,2,,,,,
07,Midlothian,Home / Non-institution,Non-COVID-19,6,,,,,
07,Midlothian,Hospital,Non-COVID-19,7,,,,,
07,Moray,Care Home,Non-COVID-19,2,,,,,
07,Moray,Home / Non-institution,Non-COVID-19,6,,,,,
07,Moray,Hospital,Non-COVID-19,6,,,,,
07,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,2,,,,,
07,Na h-Eileanan Siar,Hospital,Non-COVID-19,4,,,,,
07,North Ayrshire,Care Home,Non-COVID-19,7,,,,,
07,North Ayrshire,Home / Non-institution,Non-COVID-19,16,,,,,
07,North Ayrshire,Hospital,Non-COVID-19,21,,,,,
07,North Lanarkshire,Care Home,Non-COVID-19,14,,,,,
07,North Lanarkshire,Home / Non-institution,Non-COVID-19,30,,,,,
07,North Lanarkshire,Hospital,Non-COVID-19,21,,,,,
07,Orkney Islands,Home / Non-institution,Non-COVID-19,3,,,,,
07,Perth and Kinross,Care Home,Non-COVID-19,13,,,,,
07,Perth and Kinross,Home / Non-institution,Non-COVID-19,6,,,,,
07,Perth and Kinross,Hospital,Non-COVID-19,14,,,,,
07,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
07,Renfrewshire,Care Home,Non-COVID-19,14,,,,,
07,Renfrewshire,Home / Non-institution,Non-COVID-19,10,,,,,
07,Renfrewshire,Hospital,Non-COVID-19,16,,,,,
07,Scottish Borders,Care Home,Non-COVID-19,2,,,,,
07,Scottish Borders,Home / Non-institution,Non-COVID-19,10,,,,,
07,Scottish Borders,Hospital,Non-COVID-19,13,,,,,
07,Scottish Borders,Other institution,Non-COVID-19,4,,,,,
07,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
07,Shetland Islands,Hospital,Non-COVID-19,2,,,,,
07,South Ayrshire,Care Home,Non-COVID-19,9,,,,,
07,South Ayrshire,Home / Non-institution,Non-COVID-19,7,,,,,
07,South Ayrshire,Hospital,Non-COVID-19,15,,,,,
07,South Lanarkshire,Care Home,Non-COVID-19,13,,,,,
07,South Lanarkshire,Home / Non-institution,Non-COVID-19,29,,,,,
07,South Lanarkshire,Hospital,Non-COVID-19,36,,,,,
07,Stirling,Care Home,Non-COVID-19,5,,,,,
07,Stirling,Home / Non-institution,Non-COVID-19,8,,,,,
07,Stirling,Hospital,Non-COVID-19,7,,,,,
07,West Dunbartonshire,Care Home,Non-COVID-19,5,,,,,
07,West Dunbartonshire,Home / Non-institution,Non-COVID-19,3,,,,,
07,West Dunbartonshire,Hospital,Non-COVID-19,12,,,,,
07,West Lothian,Care Home,Non-COVID-19,14,,,,,
07,West Lothian,Home / Non-institution,Non-COVID-19,12,,,,,
07,West Lothian,Hospital,Non-COVID-19,21,,,,,
08,Aberdeen City,Care Home,Non-COVID-19,13,,,,,
08,Aberdeen City,Home / Non-institution,Non-COVID-19,18,,,,,
08,Aberdeen City,Hospital,Non-COVID-19,21,,,,,
08,Aberdeenshire,Care Home,Non-COVID-19,18,,,,,
08,Aberdeenshire,Home / Non-institution,Non-COVID-19,14,,,,,
08,Aberdeenshire,Hospital,Non-COVID-19,28,,,,,
08,Angus,Care Home,Non-COVID-19,3,,,,,
08,Angus,Home / Non-institution,Non-COVID-19,7,,,,,
08,Angus,Hospital,Non-COVID-19,12,,,,,
08,Argyll and Bute,Care Home,Non-COVID-19,2,,,,,
08,Argyll and Bute,Home / Non-institution,Non-COVID-19,3,,,,,
08,Argyll and Bute,Hospital,Non-COVID-19,5,,,,,
08,City of Edinburgh,Care Home,Non-COVID-19,24,,,,,
08,City of Edinburgh,Home / Non-institution,Non-COVID-19,21,,,,,
08,City of Edinburgh,Hospital,Non-COVID-19,52,,,,,
08,Clackmannanshire,Care Home,Non-COVID-19,5,,,,,
08,Clackmannanshire,Home / Non-institution,Non-COVID-19,7,,,,,
08,Clackmannanshire,Hospital,Non-COVID-19,4,,,,,
08,Dumfries and Galloway,Care Home,Non-COVID-19,10,,,,,
08,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,10,,,,,
08,Dumfries and Galloway,Hospital,Non-COVID-19,21,,,,,
08,Dundee City,Care Home,Non-COVID-19,7,,,,,
08,Dundee City,Home / Non-institution,Non-COVID-19,12,,,,,
08,Dundee City,Hospital,Non-COVID-19,24,,,,,
08,East Ayrshire,Care Home,Non-COVID-19,5,,,,,
08,East Ayrshire,Home / Non-institution,Non-COVID-19,9,,,,,
08,East Ayrshire,Hospital,Non-COVID-19,16,,,,,
08,East Dunbartonshire,Care Home,Non-COVID-19,7,,,,,
08,East Dunbartonshire,Home / Non-institution,Non-COVID-19,6,,,,,
08,East Dunbartonshire,Hospital,Non-COVID-19,9,,,,,
08,East Lothian,Care Home,Non-COVID-19,4,,,,,
08,East Lothian,Home / Non-institution,Non-COVID-19,9,,,,,
08,East Lothian,Hospital,Non-COVID-19,10,,,,,
08,East Renfrewshire,Care Home,Non-COVID-19,5,,,,,
08,East Renfrewshire,Home / Non-institution,Non-COVID-19,4,,,,,
08,East Renfrewshire,Hospital,Non-COVID-19,5,,,,,
08,Falkirk,Care Home,Non-COVID-19,7,,,,,
08,Falkirk,Home / Non-institution,Non-COVID-19,8,,,,,
08,Falkirk,Hospital,Non-COVID-19,16,,,,,
08,Fife,Care Home,Non-COVID-19,20,,,,,
08,Fife,Home / Non-institution,Non-COVID-19,29,,,,,
08,Fife,Hospital,Non-COVID-19,42,,,,,
08,Glasgow City,Care Home,Non-COVID-19,33,,,,,
08,Glasgow City,Home / Non-institution,Non-COVID-19,42,,,,,
08,Glasgow City,Hospital,Non-COVID-19,56,,,,,
08,Highland,Care Home,Non-COVID-19,7,,,,,
08,Highland,Home / Non-institution,Non-COVID-19,23,,,,,
08,Highland,Hospital,Non-COVID-19,22,,,,,
08,Inverclyde,Care Home,Non-COVID-19,5,,,,,
08,Inverclyde,Home / Non-institution,Non-COVID-19,3,,,,,
08,Inverclyde,Hospital,Non-COVID-19,11,,,,,
08,Midlothian,Care Home,Non-COVID-19,5,,,,,
08,Midlothian,Home / Non-institution,Non-COVID-19,4,,,,,
08,Midlothian,Hospital,Non-COVID-19,8,,,,,
08,Moray,Care Home,Non-COVID-19,2,,,,,
08,Moray,Home / Non-institution,Non-COVID-19,10,,,,,
08,Moray,Hospital,Non-COVID-19,9,,,,,
08,Na h-Eileanan Siar,Care Home,Non-COVID-19,4,,,,,
08,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,1,,,,,
08,Na h-Eileanan Siar,Hospital,Non-COVID-19,4,,,,,
08,North Ayrshire,Care Home,Non-COVID-19,10,,,,,
08,North Ayrshire,Home / Non-institution,Non-COVID-19,16,,,,,
08,North Ayrshire,Hospital,Non-COVID-19,11,,,,,
08,North Lanarkshire,Care Home,Non-COVID-19,16,,,,,
08,North Lanarkshire,Home / Non-institution,Non-COVID-19,25,,,,,
08,North Lanarkshire,Hospital,Non-COVID-19,34,,,,,
08,Orkney Islands,Care Home,Non-COVID-19,1,,,,,
08,Orkney Islands,Home / Non-institution,Non-COVID-19,1,,,,,
08,Perth and Kinross,Care Home,Non-COVID-19,12,,,,,
08,Perth and Kinross,Home / Non-institution,Non-COVID-19,5,,,,,
08,Perth and Kinross,Hospital,Non-COVID-19,15,,,,,
08,Perth and Kinross,Other institution,Non-COVID-19,1,,,,,
08,Renfrewshire,Care Home,Non-COVID-19,8,,,,,
08,Renfrewshire,Home / Non-institution,Non-COVID-19,5,,,,,
08,Renfrewshire,Hospital,Non-COVID-19,19,,,,,
08,Scottish Borders,Care Home,Non-COVID-19,6,,,,,
08,Scottish Borders,Home / Non-institution,Non-COVID-19,8,,,,,
08,Scottish Borders,Hospital,Non-COVID-19,12,,,,,
08,Scottish Borders,Other institution,Non-COVID-19,3,,,,,
08,Shetland Islands,Care Home,Non-COVID-19,1,,,,,
08,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
08,Shetland Islands,Hospital,Non-COVID-19,1,,,,,
08,South Ayrshire,Care Home,Non-COVID-19,6,,,,,
08,South Ayrshire,Home / Non-institution,Non-COVID-19,8,,,,,
08,South Ayrshire,Hospital,Non-COVID-19,24,,,,,
08,South Lanarkshire,Care Home,Non-COVID-19,22,,,,,
08,South Lanarkshire,Home / Non-institution,Non-COVID-19,22,,,,,
08,South Lanarkshire,Hospital,Non-COVID-19,30,,,,,
08,Stirling,Care Home,Non-COVID-19,6,,,,,
08,Stirling,Home / Non-institution,Non-COVID-19,1,,,,,
08,Stirling,Hospital,Non-COVID-19,3,,,,,
08,West Dunbartonshire,Care Home,Non-COVID-19,2,,,,,
08,West Dunbartonshire,Home / Non-institution,Non-COVID-19,7,,,,,
08,West Dunbartonshire,Hospital,Non-COVID-19,11,,,,,
08,West Lothian,Care Home,Non-COVID-19,3,,,,,
08,West Lothian,Home / Non-institution,Non-COVID-19,12,,,,,
08,West Lothian,Hospital,Non-COVID-19,15,,,,,
09,Aberdeen City,Care Home,Non-COVID-19,17,,,,,
09,Aberdeen City,Home / Non-institution,Non-COVID-19,10,,,,,
09,Aberdeen City,Hospital,Non-COVID-19,27,,,,,
09,Aberdeenshire,Care Home,Non-COVID-19,8,,,,,
09,Aberdeenshire,Home / Non-institution,Non-COVID-19,10,,,,,
09,Aberdeenshire,Hospital,Non-COVID-19,25,,,,,
09,Angus,Care Home,Non-COVID-19,3,,,,,
09,Angus,Home / Non-institution,Non-COVID-19,7,,,,,
09,Angus,Hospital,Non-COVID-19,12,,,,,
09,Argyll and Bute,Care Home,Non-COVID-19,1,,,,,
09,Argyll and Bute,Home / Non-institution,Non-COVID-19,7,,,,,
09,Argyll and Bute,Hospital,Non-COVID-19,9,,,,,
09,City of Edinburgh,Care Home,Non-COVID-19,29,,,,,
09,City of Edinburgh,Home / Non-institution,Non-COVID-19,22,,,,,
09,City of Edinburgh,Hospital,Non-COVID-19,38,,,,,
09,Clackmannanshire,Care Home,Non-COVID-19,1,,,,,
09,Clackmannanshire,Home / Non-institution,Non-COVID-19,2,,,,,
09,Clackmannanshire,Hospital,Non-COVID-19,6,,,,,
09,Dumfries and Galloway,Care Home,Non-COVID-19,6,,,,,
09,Dumfries and Galloway,Home / Non-institution,Non-COVID-19,10,,,,,
09,Dumfries and Galloway,Hospital,Non-COVID-19,17,,,,,
09,Dundee City,Care Home,Non-COVID-19,7,,,,,
09,Dundee City,Home / Non-institution,Non-COVID-19,11,,,,,
09,Dundee City,Hospital,Non-COVID-19,19,,,,,
09,East Ayrshire,Care Home,Non-COVID-19,8,,,,,
09,East Ayrshire,Home / Non-institution,Non-COVID-19,13,,,,,
09,East Ayrshire,Hospital,Non-COVID-19,20,,,,,
09,East Dunbartonshire,Care Home,Non-COVID-19,5,,,,,
09,East Dunbartonshire,Home / Non-institution,Non-COVID-19,15,,,,,
09,East Dunbartonshire,Hospital,Non-COVID-19,10,,,,,
09,East Lothian,Care Home,Non-COVID-19,10,,,,,
09,East Lothian,Home / Non-institution,Non-COVID-19,3,,,,,
09,East Lothian,Hospital,Non-COVID-19,10,,,,,
09,East Renfrewshire,Care Home,Non-COVID-19,4,,,,,
09,East Renfrewshire,Home / Non-institution,Non-COVID-19,9,,,,,
09,East Renfrewshire,Hospital,Non-COVID-19,6,,,,,
09,Falkirk,Care Home,Non-COVID-19,14,,,,,
09,Falkirk,Home / Non-institution,Non-COVID-19,10,,,,,
09,Falkirk,Hospital,Non-COVID-19,21,,,,,
09,Fife,Care Home,Non-COVID-19,18,,,,,
09,Fife,Home / Non-institution,Non-COVID-19,14,,,,,
09,Fife,Hospital,Non-COVID-19,36,,,,,
09,Glasgow City,Care Home,Non-COVID-19,40,,,,,
09,Glasgow City,Home / Non-institution,Non-COVID-19,30,,,,,
09,Glasgow City,Hospital,Non-COVID-19,56,,,,,
09,Highland,Care Home,Non-COVID-19,11,,,,,
09,Highland,Home / Non-institution,Non-COVID-19,21,,,,,
09,Highland,Hospital,Non-COVID-19,29,,,,,
09,Inverclyde,Care Home,Non-COVID-19,6,,,,,
09,Inverclyde,Home / Non-institution,Non-COVID-19,5,,,,,
09,Inverclyde,Hospital,Non-COVID-19,11,,,,,
09,Midlothian,Care Home,Non-COVID-19,5,,,,,
09,Midlothian,Home / Non-institution,Non-COVID-19,7,,,,,
09,Midlothian,Hospital,Non-COVID-19,8,,,,,
09,Moray,Care Home,Non-COVID-19,1,,,,,
09,Moray,Home / Non-institution,Non-COVID-19,8,,,,,
09,Moray,Hospital,Non-COVID-19,8,,,,,
09,Na h-Eileanan Siar,Care Home,Non-COVID-19,2,,,,,
09,Na h-Eileanan Siar,Home / Non-institution,Non-COVID-19,2,,,,,
09,Na h-Eileanan Siar,Hospital,Non-COVID-19,2,,,,,
09,North Ayrshire,Care Home,Non-COVID-19,8,,,,,
09,North Ayrshire,Home / Non-institution,Non-COVID-19,12,,,,,
09,North Ayrshire,Hospital,Non-COVID-19,18,,,,,
09,North Lanarkshire,Care Home,Non-COVID-19,8,,,,,
09,North Lanarkshire,Home / Non-institution,Non-COVID-19,18,,,,,
09,North Lanarkshire,Hospital,Non-COVID-19,38,,,,,
09,Orkney Islands,Home / Non-institution,Non-COVID-19,6,,,,,
09,Perth and Kinross,Care Home,Non-COVID-19,9,,,,,
09,Perth and Kinross,Home / Non-institution,Non-COVID-19,11,,,,,
09,Perth and Kinross,Hospital,Non-COVID-19,17,,,,,
09,Perth and Kinross,Other institution,Non-COVID-19,2,,,,,
09,Renfrewshire,Care Home,Non-COVID-19,13,,,,,
09,Renfrewshire,Home / Non-institution,Non-COVID-19,15,,,,,
09,Renfrewshire,Hospital,Non-COVID-19,17,,,,,
09,Scottish Borders,Care Home,Non-COVID-19,6,,,,,
09,Scottish Borders,Home / Non-institution,Non-COVID-19,4,,,,,
09,Scottish Borders,Hospital,Non-COVID-19,19,,,,,
09,Scottish Borders,Other institution,Non-COVID-19,4,,,,,
09,Shetland Islands,Home / Non-institution,Non-COVID-19,1,,,,,
09,Shetland Islands,Hospital,Non-COVID-19,2,,,,,
09,South Ayrshire,Care Home,Non-COVID-19,12,,,,,
09,South Ayrshire,Home / Non-institution,Non-COVID-19,6,,,,,
09,South Ayrshire,Hospital,Non-COVID-19,13,,,,,
09,South Lanarkshire,Care Home,Non-COVID-19,12,,,,,
09,South Lanarkshire,Home / Non-institution,Non-COVID-19,26,,,,,
09,South Lanarkshire,Hospital,Non-COVID-19,35,,,,,
09,Stirling,Care Home,Non-COVID-19,6,,,,,
09,Stirling,Home / Non-institution,Non-COVID-19,8,,,,,
09,Stirling,Hospital,Non-COVID-19,8,,,,,
09,West Dunbartonshire,Care Home,Non-COVID-19,4,,,,,
09,West Dunbartonshire,Home / Non-institution,Non-COVID-19,9,,,,,
09,West Dunbartonshire,Hospital,Non-COVID-19,12,,,,,
09,West Lothian,Care Home,Non-COVID-19,4,,,,,
09,West Lothian,Home / Non-institution,Non-COVID-19,14,,,,,
09,West Lothian,Hospital,Non-COVID-19,20,,,,,
